product_id,composition,fit,product_safety,size,more_sustainable_materials,product_name,product_price,color_name,style_id,color_id,scrapy_datetime
0985159005,Cotton 100%,Skinny fit,,"The model is 187cm/6'2"" and wears a size 32/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Dark blue,0985159,005,2021-10-14 00:12:26
0985159006,"Polyester 65%, Cotton 35%",Skinny fit,,"The model is 187cm/6'2"" and wears a size 32/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Dark denim blue,0985159,006,2021-10-14 00:12:26
0985159006,"Cotton 99%, Elastane 1%",Skinny fit,,"The model is 187cm/6'2"" and wears a size 32/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Dark denim blue,0985159,006,2021-10-14 00:12:26
0985197004,Cotton 100%,Slim fit,,,,"
							  Slim Jeans",19.99,Dark denim blue,0985197,004,2021-10-14 00:12:26
0985197004,"Cotton 99%, Elastane 1%",Slim fit,,,,"
							  Slim Jeans",19.99,Dark denim blue,0985197,004,2021-10-14 00:12:26
0985197001,Cotton 100%,Slim fit,,"The model is 189cm/6'2"" and wears a size 32/32",,"
							  Slim Jeans",19.99,Black,0985197,001,2021-10-14 00:12:26
0985197001,"Cotton 98%, Elastane 2%",Slim fit,,"The model is 189cm/6'2"" and wears a size 32/32",,"
							  Slim Jeans",19.99,Black,0985197,001,2021-10-14 00:12:26
0985197002,"Cotton 99%, Elastane 1%",Slim fit,,"The model is 182cm/6'0"" and wears a size 31/32",Recycled cotton 20%,"
							  Slim Jeans",19.99,Midnight blue,0985197,002,2021-10-14 00:12:26
0985197002,"Polyester 65%, Cotton 35%",Slim fit,,"The model is 182cm/6'0"" and wears a size 31/32",Recycled cotton 20%,"
							  Slim Jeans",19.99,Midnight blue,0985197,002,2021-10-14 00:12:26
0985197003,"Polyester 65%, Cotton 35%",Slim fit,,"The model is 182cm/6'0"" and wears a size 31/32",Recycled cotton 20%,"
							  Slim Jeans",19.99,Denim blue,0985197,003,2021-10-14 00:12:26
0985197003,"Cotton 99%, Elastane 1%",Slim fit,,"The model is 182cm/6'0"" and wears a size 31/32",Recycled cotton 20%,"
							  Slim Jeans",19.99,Denim blue,0985197,003,2021-10-14 00:12:26
0985197005,"Cotton 99%, Elastane 1%",Slim fit,,,Recycled cotton 20%,"
							  Slim Jeans",19.99,Dark denim blue,0985197,005,2021-10-14 00:12:26
0985197005,"Polyester 65%, Cotton 35%",Slim fit,,,Recycled cotton 20%,"
							  Slim Jeans",19.99,Dark denim blue,0985197,005,2021-10-14 00:12:26
0985197006,"Polyester 65%, Cotton 35%",Slim fit,,"The model is 187cm/6'2"" and wears a size 31/32",,"
							  Slim Jeans",19.99,Light denim blue,0985197,006,2021-10-14 00:12:26
0985197006,"Cotton 99%, Elastane 1%",Slim fit,,"The model is 187cm/6'2"" and wears a size 31/32",,"
							  Slim Jeans",19.99,Light denim blue,0985197,006,2021-10-14 00:12:26
0985197007,"Polyester 65%, Cotton 35%",Slim fit,,"The model is 187cm/6'2"" and wears a size 31/32",Recycled cotton 20%,"
							  Slim Jeans",19.99,Dark gray,0985197,007,2021-10-14 00:12:26
0985197007,"Cotton 99%, Elastane 1%",Slim fit,,"The model is 187cm/6'2"" and wears a size 31/32",Recycled cotton 20%,"
							  Slim Jeans",19.99,Dark gray,0985197,007,2021-10-14 00:12:26
1004199002,"Cotton 99%, Elastane 1%",Skinny fit,,"The model is 187cm/6'2"" and wears a size 32",Recycled cotton 20%,"
							  Skinny Cropped Jeans",29.99,Black,1004199,002,2021-10-14 00:12:26
1004199001,"Cotton 99%, Elastane 1%",Skinny fit,,,Recycled cotton 20%,"
							  Skinny Cropped Jeans",29.99,Light denim blue,1004199,001,2021-10-14 00:12:26
1004199003,"Polyester 65%, Cotton 35%",Skinny fit,,,Recycled cotton 20%,"
							  Skinny Cropped Jeans",29.99,Denim blue,1004199,003,2021-10-14 00:12:26
1004199003,"Cotton 99%, Elastane 1%",Skinny fit,,,Recycled cotton 20%,"
							  Skinny Cropped Jeans",29.99,Denim blue,1004199,003,2021-10-14 00:12:26
1004476005,"Cotton 90%, Elasterell-P 8%, Elastane 2%",Slim fit,,"The model is 182cm/6'0"" and wears a size 31/32",,"
							  Freefit® Slim Jeans",49.99,Black/No fade black,1004476,005,2021-10-14 00:12:26
1004476001,"Cotton 90%, Elasterell-P 8%, Elastane 2%",Slim fit,,"The model is 182cm/6'0"" and wears a size 31/32",,"
							  Freefit® Slim Jeans",49.99,Light denim blue,1004476,001,2021-10-14 00:12:26
1004476002,"Cotton 90%, Elasterell-P 8%, Elastane 2%",Slim fit,,,,"
							  Freefit® Slim Jeans",49.99,Light denim blue,1004476,002,2021-10-14 00:12:26
1004476004,"Cotton 90%, Elasterell-P 8%, Elastane 2%",Slim fit,,"The model is 182cm/6'0"" and wears a size 31/32",,"
							  Freefit® Slim Jeans",49.99,Dark denim blue,1004476,004,2021-10-14 00:12:26
0985159004,"Cotton 99%, Elastane 1%",Skinny fit,,,Recycled cotton 20%,"
							  Skinny Jeans",19.99,Light denim blue,0985159,004,2021-10-14 00:12:26
0985159004,Cotton 100%,Skinny fit,,,Recycled cotton 20%,"
							  Skinny Jeans",19.99,Light denim blue,0985159,004,2021-10-14 00:12:26
0985159001,"Cotton 99%, Elastane 1%",Skinny fit,,"The model is 187cm/6'2"" and wears a size 31/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Black,0985159,001,2021-10-14 00:12:26
0985159001,Cotton 100%,Skinny fit,,"The model is 187cm/6'2"" and wears a size 31/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Black,0985159,001,2021-10-14 00:12:26
0985159002,Cotton 100%,Skinny fit,,"The model is 187cm/6'2"" and wears a size 31/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Denim blue,0985159,002,2021-10-14 00:12:26
0985159002,"Cotton 99%, Elastane 1%",Skinny fit,,"The model is 187cm/6'2"" and wears a size 31/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Denim blue,0985159,002,2021-10-14 00:12:26
0985159003,"Polyester 63%, Cotton 37%",Skinny fit,,,Recycled cotton 20%,"
							  Skinny Jeans",19.99,Dark gray,0985159,003,2021-10-14 00:12:26
0985159003,"Cotton 99%, Elastane 1%",Skinny fit,,,Recycled cotton 20%,"
							  Skinny Jeans",19.99,Dark gray,0985159,003,2021-10-14 00:12:26
0985159005,"Cotton 99%, Elastane 1%",Skinny fit,,"The model is 187cm/6'2"" and wears a size 32/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Dark blue,0985159,005,2021-10-14 00:12:26
0985159005,Cotton 100%,Skinny fit,,"The model is 187cm/6'2"" and wears a size 32/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Dark blue,0985159,005,2021-10-14 00:12:26
0985159006,"Polyester 65%, Cotton 35%",Skinny fit,,"The model is 187cm/6'2"" and wears a size 32/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Dark denim blue,0985159,006,2021-10-14 00:12:26
0985159006,"Cotton 99%, Elastane 1%",Skinny fit,,"The model is 187cm/6'2"" and wears a size 32/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Dark denim blue,0985159,006,2021-10-14 00:12:26
0985197006,"Polyester 65%, Cotton 35%",Slim fit,,"The model is 187cm/6'2"" and wears a size 31/32",,"
							  Slim Jeans",19.99,Light denim blue,0985197,006,2021-10-14 00:12:26
0985197006,"Cotton 99%, Elastane 1%",Slim fit,,"The model is 187cm/6'2"" and wears a size 31/32",,"
							  Slim Jeans",19.99,Light denim blue,0985197,006,2021-10-14 00:12:26
0985197001,Cotton 100%,Slim fit,,"The model is 189cm/6'2"" and wears a size 32/32",,"
							  Slim Jeans",19.99,Black,0985197,001,2021-10-14 00:12:26
0985197001,"Cotton 98%, Elastane 2%",Slim fit,,"The model is 189cm/6'2"" and wears a size 32/32",,"
							  Slim Jeans",19.99,Black,0985197,001,2021-10-14 00:12:26
0985197002,"Cotton 99%, Elastane 1%",Slim fit,,"The model is 182cm/6'0"" and wears a size 31/32",Recycled cotton 20%,"
							  Slim Jeans",19.99,Midnight blue,0985197,002,2021-10-14 00:12:26
0985197002,"Polyester 65%, Cotton 35%",Slim fit,,"The model is 182cm/6'0"" and wears a size 31/32",Recycled cotton 20%,"
							  Slim Jeans",19.99,Midnight blue,0985197,002,2021-10-14 00:12:26
0985197003,"Polyester 65%, Cotton 35%",Slim fit,,"The model is 182cm/6'0"" and wears a size 31/32",Recycled cotton 20%,"
							  Slim Jeans",19.99,Denim blue,0985197,003,2021-10-14 00:12:26
0985197003,"Cotton 99%, Elastane 1%",Slim fit,,"The model is 182cm/6'0"" and wears a size 31/32",Recycled cotton 20%,"
							  Slim Jeans",19.99,Denim blue,0985197,003,2021-10-14 00:12:26
0985197004,Cotton 100%,Slim fit,,,,"
							  Slim Jeans",19.99,Dark denim blue,0985197,004,2021-10-14 00:12:26
0985197004,"Cotton 99%, Elastane 1%",Slim fit,,,,"
							  Slim Jeans",19.99,Dark denim blue,0985197,004,2021-10-14 00:12:26
0985197005,"Cotton 99%, Elastane 1%",Slim fit,,,Recycled cotton 20%,"
							  Slim Jeans",19.99,Dark denim blue,0985197,005,2021-10-14 00:12:26
0985197005,"Polyester 65%, Cotton 35%",Slim fit,,,Recycled cotton 20%,"
							  Slim Jeans",19.99,Dark denim blue,0985197,005,2021-10-14 00:12:26
0985197007,"Polyester 65%, Cotton 35%",Slim fit,,"The model is 187cm/6'2"" and wears a size 31/32",Recycled cotton 20%,"
							  Slim Jeans",19.99,Dark gray,0985197,007,2021-10-14 00:12:26
0985197007,"Cotton 99%, Elastane 1%",Slim fit,,"The model is 187cm/6'2"" and wears a size 31/32",Recycled cotton 20%,"
							  Slim Jeans",19.99,Dark gray,0985197,007,2021-10-14 00:12:26
0985159006,"Polyester 65%, Cotton 35%",Skinny fit,,"The model is 187cm/6'2"" and wears a size 32/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Dark denim blue,0985159,006,2021-10-14 00:12:26
0985159006,"Cotton 99%, Elastane 1%",Skinny fit,,"The model is 187cm/6'2"" and wears a size 32/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Dark denim blue,0985159,006,2021-10-14 00:12:26
0985159001,"Cotton 99%, Elastane 1%",Skinny fit,,"The model is 187cm/6'2"" and wears a size 31/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Black,0985159,001,2021-10-14 00:12:26
0985159001,Cotton 100%,Skinny fit,,"The model is 187cm/6'2"" and wears a size 31/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Black,0985159,001,2021-10-14 00:12:26
0985159002,Cotton 100%,Skinny fit,,"The model is 187cm/6'2"" and wears a size 31/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Denim blue,0985159,002,2021-10-14 00:12:26
0985159002,"Cotton 99%, Elastane 1%",Skinny fit,,"The model is 187cm/6'2"" and wears a size 31/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Denim blue,0985159,002,2021-10-14 00:12:26
0985159003,"Polyester 63%, Cotton 37%",Skinny fit,,,Recycled cotton 20%,"
							  Skinny Jeans",19.99,Dark gray,0985159,003,2021-10-14 00:12:26
0985159003,"Cotton 99%, Elastane 1%",Skinny fit,,,Recycled cotton 20%,"
							  Skinny Jeans",19.99,Dark gray,0985159,003,2021-10-14 00:12:26
0985159004,"Cotton 99%, Elastane 1%",Skinny fit,,,Recycled cotton 20%,"
							  Skinny Jeans",19.99,Light denim blue,0985159,004,2021-10-14 00:12:26
0985159004,Cotton 100%,Skinny fit,,,Recycled cotton 20%,"
							  Skinny Jeans",19.99,Light denim blue,0985159,004,2021-10-14 00:12:26
0985159005,"Cotton 99%, Elastane 1%",Skinny fit,,"The model is 187cm/6'2"" and wears a size 32/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Dark blue,0985159,005,2021-10-14 00:12:26
0985159005,Cotton 100%,Skinny fit,,"The model is 187cm/6'2"" and wears a size 32/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Dark blue,0985159,005,2021-10-14 00:12:26
1004476002,"Cotton 90%, Elasterell-P 8%, Elastane 2%",Slim fit,,,,"
							  Freefit® Slim Jeans",49.99,Light denim blue,1004476,002,2021-10-14 00:12:26
1004476001,"Cotton 90%, Elasterell-P 8%, Elastane 2%",Slim fit,,"The model is 182cm/6'0"" and wears a size 31/32",,"
							  Freefit® Slim Jeans",49.99,Light denim blue,1004476,001,2021-10-14 00:12:26
1004476004,"Cotton 90%, Elasterell-P 8%, Elastane 2%",Slim fit,,"The model is 182cm/6'0"" and wears a size 31/32",,"
							  Freefit® Slim Jeans",49.99,Dark denim blue,1004476,004,2021-10-14 00:12:26
1004476005,"Cotton 90%, Elasterell-P 8%, Elastane 2%",Slim fit,,"The model is 182cm/6'0"" and wears a size 31/32",,"
							  Freefit® Slim Jeans",49.99,Black/No fade black,1004476,005,2021-10-14 00:12:26
0974597003,"Polyester 65%, Cotton 35%",Slim fit,,,Recycled cotton 21%,"
							  Slim Tapered Jeans",29.99,Black,0974597,003,2021-10-14 00:12:26
0974597003,"Cotton 98%, Elastane 2%",Slim fit,,,Recycled cotton 21%,"
							  Slim Tapered Jeans",29.99,Black,0974597,003,2021-10-14 00:12:26
0974597001,"Cotton 99%, Elastane 1%",Slim fit,,"The model is 186cm/6'1"" and wears a size 31/32",Recycled cotton 20%,"
							  Slim Tapered Jeans",29.99,Denim blue,0974597,001,2021-10-14 00:12:26
0974597001,Cotton 100%,Slim fit,,"The model is 186cm/6'1"" and wears a size 31/32",Recycled cotton 20%,"
							  Slim Tapered Jeans",29.99,Denim blue,0974597,001,2021-10-14 00:12:26
0974597002,"Cotton 99%, Elastane 1%",Slim fit,,,Recycled cotton 20%,"
							  Slim Tapered Jeans",29.99,Denim blue,0974597,002,2021-10-14 00:12:26
0974597002,Cotton 100%,Slim fit,,,Recycled cotton 20%,"
							  Slim Tapered Jeans",29.99,Denim blue,0974597,002,2021-10-14 00:12:26
0974597005,Cotton 100%,Slim fit,,"The model is 187cm/6'2"" and wears a size 32/32",Recycled cotton 20%,"
							  Slim Tapered Jeans",29.99,Light denim blue,0974597,005,2021-10-14 00:12:26
0974597005,"Cotton 99%, Elastane 1%",Slim fit,,"The model is 187cm/6'2"" and wears a size 32/32",Recycled cotton 20%,"
							  Slim Tapered Jeans",29.99,Light denim blue,0974597,005,2021-10-14 00:12:26
0974597006,"Cotton 98%, Elastane 2%",Slim fit,,,Recycled cotton 20%,"
							  Slim Tapered Jeans",29.99,Dark gray,0974597,006,2021-10-14 00:12:26
0974597006,Cotton 100%,Slim fit,,,Recycled cotton 20%,"
							  Slim Tapered Jeans",29.99,Dark gray,0974597,006,2021-10-14 00:12:26
0985159005,"Cotton 99%, Elastane 1%",Skinny fit,,"The model is 187cm/6'2"" and wears a size 32/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Dark blue,0985159,005,2021-10-14 00:12:26
0985159005,Cotton 100%,Skinny fit,,"The model is 187cm/6'2"" and wears a size 32/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Dark blue,0985159,005,2021-10-14 00:12:26
0985159001,"Cotton 99%, Elastane 1%",Skinny fit,,"The model is 187cm/6'2"" and wears a size 31/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Black,0985159,001,2021-10-14 00:12:26
0985159001,Cotton 100%,Skinny fit,,"The model is 187cm/6'2"" and wears a size 31/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Black,0985159,001,2021-10-14 00:12:26
0985159002,Cotton 100%,Skinny fit,,"The model is 187cm/6'2"" and wears a size 31/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Denim blue,0985159,002,2021-10-14 00:12:26
0985159002,"Cotton 99%, Elastane 1%",Skinny fit,,"The model is 187cm/6'2"" and wears a size 31/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Denim blue,0985159,002,2021-10-14 00:12:26
0985159003,"Polyester 63%, Cotton 37%",Skinny fit,,,Recycled cotton 20%,"
							  Skinny Jeans",19.99,Dark gray,0985159,003,2021-10-14 00:12:26
0985159003,"Cotton 99%, Elastane 1%",Skinny fit,,,Recycled cotton 20%,"
							  Skinny Jeans",19.99,Dark gray,0985159,003,2021-10-14 00:12:26
0985159004,"Cotton 99%, Elastane 1%",Skinny fit,,,Recycled cotton 20%,"
							  Skinny Jeans",19.99,Light denim blue,0985159,004,2021-10-14 00:12:26
0985159004,Cotton 100%,Skinny fit,,,Recycled cotton 20%,"
							  Skinny Jeans",19.99,Light denim blue,0985159,004,2021-10-14 00:12:26
0985159006,"Polyester 65%, Cotton 35%",Skinny fit,,"The model is 187cm/6'2"" and wears a size 32/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Dark denim blue,0985159,006,2021-10-14 00:12:26
0985159006,"Cotton 99%, Elastane 1%",Skinny fit,,"The model is 187cm/6'2"" and wears a size 32/32",Recycled cotton 20%,"
							  Skinny Jeans",19.99,Dark denim blue,0985159,006,2021-10-14 00:12:26
0427159006,"Cotton 93%, Polyester 6%, Elastane 1%",Skinny fit,,"The model is 184cm/6'0"" and wears a size 31/32",,"
							  Trashed Skinny Jeans",39.99,Light denim blue,0427159,006,2021-10-14 00:12:26
0427159001,"Cotton 91%, Polyester 7%, Elastane 2%",Skinny fit,,,,"
							  Trashed Skinny Jeans",39.99,Black denim,0427159,001,2021-10-14 00:12:26
0427159002,"Cotton 93%, Polyester 6%, Elastane 1%",Skinny fit,,,,"
							  Trashed Skinny Jeans",39.99,Blue washed out,0427159,002,2021-10-14 00:12:26
0427159003,"Cotton 93%, Polyester 6%, Elastane 1%",Skinny fit,,,,"
							  Trashed Skinny Jeans",39.99,Denim blue,0427159,003,2021-10-14 00:12:26
0427159004,"Cotton 99%, Elastane 1%",Skinny fit,,,,"
							  Trashed Skinny Jeans",39.99,Light denim blue,0427159,004,2021-10-14 00:12:26
0427159005,"Cotton 72%, Polyester 20%, Modal 7%, Elastane 1%",Skinny fit,,,,"
							  Trashed Skinny Jeans",39.99,Dark denim blue,0427159,005,2021-10-14 00:12:26
0427159007,"Cotton 91%, Polyester 7%, Elastane 2%",Skinny fit,,,,"
							  Trashed Skinny Jeans",18.99,Black washed out,0427159,007,2021-10-14 00:12:26
0427159008,"Cotton 98%, Elastane 2%",Skinny fit,,,,"
							  Trashed Skinny Jeans",18.99,Denim blue,0427159,008,2021-10-14 00:12:26
0427159010,"Cotton 99%, Elastane 1%",Skinny fit,,,,"
							  Trashed Skinny Jeans",39.99,White denim,0427159,010,2021-10-14 00:12:26
0427159011,"Cotton 93%, Polyester 6%, Elastane 1%",Skinny fit,,,,"
							  Trashed Skinny Jeans",24.99,Light blue washed out,0427159,011,2021-10-14 00:12:26
0427159017,Cotton 100%,Skinny fit,,,,"
							  Trashed Skinny Jeans",24.99,Super light denim blue,0427159,017,2021-10-14 00:12:26
0427159022,"Cotton 93%, Polyester 6%, Elastane 1%",Skinny fit,,,,"
							  Trashed Skinny Jeans",9.99,Black/trashed,0427159,022,2021-10-14 00:12:26
0427159023,"Cotton 93%, Polyester 6%, Elastane 1%",Skinny fit,,,,"
							  Trashed Skinny Jeans",21.99,Light denim blue,0427159,023,2021-10-14 00:12:26
0427159025,"Cotton 93%, Polyester 6%, Elastane 1%",Skinny fit,,,,"
							  Trashed Skinny Jeans",14.99,Denim blue/bleached,0427159,025,2021-10-14 00:12:26
0427159027,"Cotton 93%, Polyester 6%, Elastane 1%",Skinny fit,,,,"
							  Trashed Skinny Jeans",19.99,Black/bleached,0427159,027,2021-10-14 00:12:26
0814631006,"Cotton 90%, Elasterell-P 8%, Elastane 2%",Slim fit,,,,"
							  Freefit® Slim Jeans",49.99,Black/No fade black,0814631,006,2021-10-14 00:12:26
0814631001,"Cotton 90%, Elasterell-P 8%, Elastane 2%",Slim fit,,,,"
							  Freefit® Slim Jeans",49.99,Dark denim blue,0814631,001,2021-10-14 00:12:26
0814631002,"Cotton 90%, Elasterell-P 8%, Elastane 2%",Slim fit,,,,"
							  Freefit® Slim Jeans",49.99,Light denim blue,0814631,002,2021-10-14 00:12:26
0814631003,"Cotton 90%, Elasterell-P 8%, Elastane 2%",Slim fit,,,,"
							  Freefit® Slim Jeans",27.99,Dark gray,0814631,003,2021-10-14 00:12:26
0814631004,"Cotton 90%, Elasterell-P 8%, Elastane 2%",Slim fit,,,,"
							  Freefit® Slim Jeans",49.99,Pale denim blue,0814631,004,2021-10-14 00:12:26
0814631005,"Cotton 90%, Elasterell-P 8%, Elastane 2%",Slim fit,,,,"
							  Freefit® Slim Jeans",49.99,Light gray,0814631,005,2021-10-14 00:12:26
0814631007,"Cotton 90%, Elasterell-P 8%, Elastane 2%",Slim fit,,,,"
							  Freefit® Slim Jeans",30.99,Dark blue,0814631,007,2021-10-14 00:12:26
0814631012,"Cotton 90%, Elasterell-P 8%, Elastane 2%",Slim fit,,,,"
							  Freefit® Slim Jeans",25.99,White,0814631,012,2021-10-14 00:12:26
0814631014,"Cotton 90%, Elasterell-P 8%, Elastane 2%",Slim fit,,,,"
							  Freefit® Slim Jeans",19.99,Gray,0814631,014,2021-10-14 00:12:26
0814631018,"Cotton 90%, Elasterell-P 8%, Elastane 2%",Slim fit,,,,"
							  Freefit® Slim Jeans",49.99,Dark denim blue,0814631,018,2021-10-14 00:12:26
0751994024,"Cotton 98%, Elastane 2%",Slim fit,,"The model is 187cm/6'2"" and wears a size 31/32",,"
							  Slim Jeans",29.99,Black denim,0751994,024,2021-10-14 00:12:26
0751994001,"Cotton 99%, Elastane 1%",Slim fit,,,,"
							  Slim Jeans",11.99,Dark gray,0751994,001,2021-10-14 00:12:26
0751994003,"Cotton 98%, Elastane 2%",Slim fit,,,,"
							  Slim Jeans",13.99,Light denim blue,0751994,003,2021-10-14 00:12:26
0751994004,"Cotton 98%, Elastane 2%",Slim fit,,,,"
							  Slim Jeans",16.99,Dark denim blue,0751994,004,2021-10-14 00:12:26
0751994005,"Cotton 98%, Elastane 2%",Slim fit,,,,"
							  Slim Jeans",20.99,Dark blue,0751994,005,2021-10-14 00:12:26
0751994006,"Cotton 98%, Elastane 2%",Slim fit,,,,"
							  Slim Jeans",14.99,Denim blue,0751994,006,2021-10-14 00:12:26
0751994007,"Cotton 98%, Elastane 2%",Slim fit,,,,"
							  Slim Jeans",22.99,Black/washed out,0751994,007,2021-10-14 00:12:26
0751994009,"Cotton 98%, Elastane 2%",Slim fit,,,,"
							  Slim Jeans",29.99,Dark blue denim,0751994,009,2021-10-14 00:12:26
0751994010,"Cotton 98%, Elastane 2%",Slim fit,,,,"
							  Slim Jeans",29.99,Dark gray,0751994,010,2021-10-14 00:12:26
0751994014,"Cotton 98%, Elastane 2%",Slim fit,,,,"
							  Slim Jeans",17.99,Light gray,0751994,014,2021-10-14 00:12:26
0751994016,"Cotton 98%, Elastane 2%",Slim fit,,,,"
							  Slim Jeans",15.99,Dark blue,0751994,016,2021-10-14 00:12:26
0751994017,"Cotton 98%, Elastane 2%",Slim fit,,,,"
							  Slim Jeans",16.99,Dark denim blue,0751994,017,2021-10-14 00:12:26
0751994018,"Cotton 98%, Elastane 2%",Slim fit,,,,"
							  Slim Jeans",29.99,Denim blue,0751994,018,2021-10-14 00:12:26
0751994031,"Cotton 99%, Elastane 1%",Slim fit,,"The model is 187cm/6'2"" and wears a size 31/32",,"
							  Slim Jeans",29.99,Light blue,0751994,031,2021-10-14 00:12:26
0751994034,"Cotton 99%, Elastane 1%",Slim fit,,"The model is 189cm/6'2"" and wears a size 32/32",Recycled cotton 20%,"
							  Slim Jeans",29.99,Dark blue,0751994,034,2021-10-14 00:12:26
1013317001,"Cotton 77%, Polyester 21%, Elastane 2%",Regular fit,,,Recycled polyester 21%,"
							  Hybrid Regular Tapered Joggers",39.99,Light denim blue,1013317,001,2021-10-14 00:12:26
1013317001,"Cotton 77%, Polyester 21%, Elastane 2%",Regular fit,,,Recycled cotton 20%,"
							  Hybrid Regular Tapered Joggers",39.99,Light denim blue,1013317,001,2021-10-14 00:12:26
1013317002,"Cotton 78%, Polyester 21%, Elastane 1%",Regular fit,,"The model is 189cm/6'2"" and wears a size L",Recycled cotton 19%,"
							  Hybrid Regular Tapered Joggers",39.99,Denim blue,1013317,002,2021-10-14 00:12:26
1013317004,"Cotton 78%, Polyester 21%, Elastane 1%",Regular fit,,,Recycled polyester 21%,"
							  Hybrid Regular Tapered Joggers",39.99,Black,1013317,004,2021-10-14 00:12:26
1013317004,"Cotton 78%, Polyester 21%, Elastane 1%",Regular fit,,,Recycled cotton 20%,"
							  Hybrid Regular Tapered Joggers",39.99,Black,1013317,004,2021-10-14 00:12:26
1013317005,"Cotton 79%, Polyester 19%, Elastane 2%",Regular fit,,,Recycled cotton 20%,"
							  Hybrid Regular Tapered Joggers",39.99,Gray,1013317,005,2021-10-14 00:12:26
1013317005,"Cotton 79%, Polyester 19%, Elastane 2%",Regular fit,,,Recycled polyester 19%,"
							  Hybrid Regular Tapered Joggers",39.99,Gray,1013317,005,2021-10-14 00:12:26
0875105011,"Polyester 65%, Cotton 35%",Relaxed fit,,,Recycled cotton 20%,"
							  Relaxed Jeans",29.99,Light denim blue,0875105,011,2021-10-14 00:12:26
0875105011,Cotton 100%,Relaxed fit,,,Recycled cotton 20%,"
							  Relaxed Jeans",29.99,Light denim blue,0875105,011,2021-10-14 00:12:26
0875105001,Cotton 100%,Relaxed fit,,,Recycled cotton 20%,"
							  Relaxed Jeans",29.99,Denim blue,0875105,001,2021-10-14 00:12:26
0875105002,Cotton 100%,Relaxed fit,,"The model is 187cm/6'2"" and wears a size 32/32",Recycled cotton 20%,"
							  Relaxed Jeans",29.99,Black,0875105,002,2021-10-14 00:12:26
0875105003,Cotton 100%,Relaxed fit,,"The model is 187cm/6'2"" and wears a size 31/32",Recycled cotton 20%,"
							  Relaxed Jeans",29.99,Light denim blue,0875105,003,2021-10-14 00:12:26
0875105015,Cotton 100%,Relaxed fit,,,Recycled cotton 20%,"
							  Relaxed Jeans",29.99,Light denim blue,0875105,015,2021-10-14 00:12:26
